Crop,Temp_low(C),Temp_high(C),Rain_low(cm),Rain_high(cm),Humidity_low(%),Humidity_high(%),Elevation(m),Loamy,Fertile,Suitable
Black Pepper,18.7,28.9,17.7,33.9,70.1,81.3,362,1,1,0
Black Pepper,19.6,28.2,22.4,30.1,71.3,76.1,104,1,0,1
Black Pepper,18.3,30.5,15.5,41.5,61.7,76.5,254,1,1,1
Black Pepper,21.2,33.5,15.5,34.7,67.0,81.2,1380,1,0,1
Black Pepper,23.6,32.0,18.9,35.9,61.1,79.6,716,1,1,1
Black Pepper,18.2,30.2,18.5,31.1,69.0,88.9,163,0,1,1
Black Pepper,18.7,32.6,18.2,28.6,64.0,80.6,1442,1,1,1
Black Pepper,20.7,29.6,19.9,26.7,67.9,86.4,1325,1,1,0
Black Pepper,23.6,28.1,18.2,39.3,67.8,83.0,1144,1,1,1
Black Pepper,19.9,33.4,16.9,28.9,73.9,85.6,1404,1,1,1
Black Pepper,21.0,32.4,18.1,38.8,68.2,78.9,369,1,0,1
Black Pepper,18.2,33.3,24.7,32.8,68.7,89.1,1263,0,1,1
Black Pepper,18.9,28.3,19.1,33.3,66.0,83.0,1050,1,1,0
Black Pepper,23.9,33.9,19.4,34.4,74.2,87.5,1311,1,1,1
Black Pepper,23.8,32.3,20.8,32.4,71.7,80.5,1206,1,0,1
Black Pepper,18.0,31.9,24.8,27.0,64.3,76.5,552,1,0,0
Black Pepper,23.7,32.4,17.4,31.2,72.7,85.1,1173,0,0,1
Black Pepper,21.8,34.1,21.8,38.3,66.5,75.1,431,1,1,1
Black Pepper,23.2,32.1,22.2,38.3,72.4,82.1,526,0,1,1
Black Pepper,20.7,32.1,21.1,30.7,72.3,77.9,206,1,1,1
Black Pepper,21.1,34.9,15.9,34.2,62.8,84.4,1406,1,1,0
Black Pepper,20.9,33.3,21.8,28.9,70.5,89.7,472,1,1,1
Black Pepper,22.0,31.1,15.6,29.2,64.4,82.0,805,1,0,1
Black Pepper,18.8,33.0,21.0,25.5,64.5,87.3,617,1,0,1
Black Pepper,18.2,30.7,22.4,42.9,64.4,82.6,1442,0,1,1
Black Pepper,19.8,29.6,17.1,29.2,70.9,82.4,536,1,1,1
Black Pepper,22.2,32.2,23.4,29.6,63.4,89.0,1179,0,1,0
Black Pepper,19.2,34.5,15.3,30.6,60.0,88.3,1290,1,1,1
Black Pepper,22.0,34.5,23.4,27.5,70.7,86.8,682,0,1,1
Black Pepper,23.8,30.4,19.6,37.8,62.6,79.4,598,1,1,1
Black Pepper,18.6,31.7,17.2,26.5,61.6,83.2,1134,0,1,1
Black Pepper,22.0,29.5,16.3,27.7,63.6,78.4,1374,1,1,0
Black Pepper,20.7,35.0,24.5,37.9,65.7,81.7,1145,1,0,0
Black Pepper,23.2,34.9,15.7,31.8,67.1,82.3,379,1,1,0
Black Pepper,19.1,32.5,17.0,39.2,60.7,87.5,1338,1,0,1
Black Pepper,22.2,33.6,18.5,36.1,74.6,88.4,612,1,0,1
Black Pepper,23.0,33.0,21.2,30.1,70.7,81.2,886,1,1,1
Black Pepper,23.7,32.2,20.4,38.0,64.8,75.3,1256,1,1,0
Black Pepper,22.1,28.4,16.3,27.3,64.8,87.9,323,1,1,1
Black Pepper,21.0,31.2,17.9,35.7,66.7,77.6,1188,1,1,1
Black Pepper,21.7,32.7,17.4,33.7,69.4,84.3,914,0,0,1
Black Pepper,23.2,32.7,17.1,30.4,62.2,75.4,1345,1,1,1
Black Pepper,21.4,30.6,19.1,37.1,62.8,81.0,299,1,0,1
Black Pepper,18.2,34.6,22.0,42.4,72.9,89.8,660,0,1,1
Black Pepper,23.6,29.2,17.2,45.0,63.8,76.5,1258,1,1,0
Black Pepper,22.1,31.5,18.7,37.2,65.7,81.4,78,1,1,0
Black Pepper,22.1,32.8,18.9,33.1,73.1,79.6,213,0,1,0
Black Pepper,19.3,32.9,24.8,29.5,69.9,88.6,1486,1,0,1
Black Pepper,22.0,32.5,24.5,30.1,65.1,88.0,457,1,1,0
Black Pepper,20.4,29.9,23.0,34.6,70.3,78.6,1465,0,0,1
Black Pepper,21.9,29.1,17.4,32.3,60.3,76.2,315,1,1,1
Black Pepper,18.6,32.5,15.7,43.3,71.0,84.4,574,1,1,1
Black Pepper,21.9,32.2,18.2,32.4,67.3,80.0,1142,0,0,1
Black Pepper,24.0,29.3,17.7,32.5,72.2,85.1,1004,1,1,1
Black Pepper,18.3,32.9,20.1,32.7,74.3,75.5,893,1,1,1
Black Pepper,23.9,31.2,22.8,41.7,73.9,77.0,818,1,1,1
Black Pepper,20.4,32.7,23.6,38.0,73.6,85.3,1273,1,0,1
Black Pepper,23.2,33.9,23.4,37.3,67.7,78.2,391,1,1,1
Black Pepper,22.7,29.2,18.6,31.7,65.4,87.9,692,1,1,1
Black Pepper,21.4,28.1,21.9,41.4,67.0,75.9,275,0,1,0
Black Pepper,22.4,33.5,18.1,25.8,70.3,78.2,914,1,1,1
Black Pepper,23.3,32.3,15.6,42.4,73.3,90.0,413,1,1,0
Black Pepper,20.4,32.9,22.0,35.3,63.1,81.5,534,0,1,1
Black Pepper,20.0,33.9,15.1,33.0,73.8,85.5,733,1,1,1
Black Pepper,22.0,33.6,19.1,34.9,72.2,77.7,89,0,0,0
Black Pepper,22.8,34.7,18.3,38.3,74.7,84.1,183,1,1,0
Black Pepper,22.6,31.8,21.9,25.3,73.2,85.9,1045,1,1,0
Black Pepper,22.8,31.4,22.7,42.4,64.2,79.7,672,1,1,1
Black Pepper,20.6,30.8,18.0,33.9,61.6,87.4,1304,0,0,1
Black Pepper,22.9,29.1,23.1,31.9,61.7,84.1,1057,1,1,1
Black Pepper,18.7,32.0,17.9,27.8,64.4,80.8,62,0,1,0
Black Pepper,21.3,29.9,19.5,33.8,69.2,83.4,944,1,1,1
Black Pepper,18.0,34.4,22.3,34.9,72.1,83.7,186,1,0,1
Black Pepper,19.9,32.1,21.9,33.1,73.5,77.5,1182,1,1,0
Black Pepper,20.2,32.1,24.9,38.6,69.4,81.0,1488,1,1,1
Black Pepper,20.4,30.5,17.3,33.4,60.1,80.2,820,1,1,1
Black Pepper,22.2,28.4,21.6,44.2,62.8,81.0,1040,0,1,0
Black Pepper,20.3,28.2,21.1,37.0,61.5,86.4,394,1,1,1
Black Pepper,20.7,31.0,24.2,41.1,65.4,82.2,685,1,1,0
Black Pepper,19.4,28.6,16.6,27.2,67.5,89.1,1291,1,1,1
Black Pepper,20.2,32.2,22.5,32.9,60.7,79.4,293,0,0,1
Black Pepper,19.4,34.2,20.7,31.7,65.2,81.2,435,1,1,1
Black Pepper,18.4,34.2,17.7,36.4,62.7,86.8,696,1,0,1
Black Pepper,21.6,32.6,19.7,42.2,69.7,83.2,1083,1,1,1
Black Pepper,22.0,29.5,18.3,26.6,67.0,83.2,595,1,1,0
Black Pepper,21.7,34.0,20.8,26.5,67.4,75.8,1395,1,1,1
Black Pepper,20.8,34.2,23.9,42.0,66.4,81.0,187,0,1,1
Black Pepper,20.3,29.4,20.7,29.3,74.3,79.1,588,0,1,1
Black Pepper,23.2,33.2,21.3,38.4,63.2,90.0,1078,1,1,1
Black Pepper,21.1,30.0,20.2,35.9,67.7,79.6,378,1,1,0
Black Pepper,20.9,33.6,15.5,41.7,71.0,88.3,1002,1,1,1
Black Pepper,18.2,35.0,17.3,27.5,68.4,85.1,288,1,1,1
Black Pepper,20.0,28.2,19.9,27.6,73.9,80.1,131,1,0,1
Black Pepper,20.3,34.3,18.1,36.1,65.7,83.2,225,1,1,1
Black Pepper,20.4,32.4,16.8,43.9,67.0,87.6,1398,1,1,0
Black Pepper,21.5,34.8,20.0,33.3,61.3,88.3,850,1,1,1
Black Pepper,21.2,31.3,18.2,31.5,69.1,77.4,1205,1,1,1
Black Pepper,21.6,33.9,17.6,37.1,64.3,80.1,532,1,0,1
Black Pepper,22.6,28.4,19.6,43.6,62.4,80.0,909,0,1,1
Black Pepper,22.9,30.3,16.3,41.7,68.2,75.6,768,0,0,1
Black Pepper,22.3,28.5,24.3,44.9,68.0,84.0,1421,1,1,1
Black Pepper,23.7,34.8,23.7,25.5,61.1,87.8,1134,1,0,1
Black Pepper,18.1,33.7,22.1,27.3,70.5,80.7,1109,1,1,1
Black Pepper,19.2,34.0,16.1,37.2,69.4,86.1,117,1,1,1
Black Pepper,18.0,34.6,22.8,41.4,62.8,84.4,847,0,1,1
Black Pepper,21.9,28.6,23.1,30.7,67.0,80.6,727,0,1,1
Black Pepper,23.4,30.7,22.7,29.8,70.8,77.1,1395,1,1,0
Black Pepper,19.5,28.5,16.1,40.7,67.9,85.6,423,1,1,0
Black Pepper,23.6,29.5,21.4,26.1,65.9,87.8,441,1,1,1
Black Pepper,18.4,29.6,23.3,32.4,64.8,85.3,646,0,1,1
Black Pepper,23.6,31.3,20.8,35.1,69.2,75.3,403,1,1,1
Black Pepper,20.1,29.9,21.5,36.2,74.1,78.2,237,1,1,1
Black Pepper,18.6,28.7,19.6,39.6,70.1,76.0,1293,1,1,1
Black Pepper,20.9,29.2,20.3,32.1,61.1,83.6,860,1,0,1
Black Pepper,19.5,29.0,15.3,37.3,66.9,86.3,1299,0,1,1
Black Pepper,19.7,34.8,21.4,36.7,73.4,76.7,1255,1,1,1
Black Pepper,19.8,33.3,15.8,36.0,61.4,87.6,459,1,1,1
Black Pepper,22.8,34.8,19.4,37.8,74.8,83.3,844,1,1,1
Black Pepper,21.2,31.1,17.9,30.2,74.2,85.3,171,1,1,1
Black Pepper,19.9,29.9,20.5,26.7,61.2,89.6,1377,0,1,1
Black Pepper,21.7,33.6,16.3,27.4,74.0,76.3,636,1,1,0
Black Pepper,22.3,30.3,21.9,29.5,65.4,88.5,621,1,1,1
Black Pepper,19.6,30.1,23.0,35.0,72.7,76.9,489,0,1,1
Black Pepper,20.5,29.6,16.6,41.8,66.3,80.9,718,0,1,0
Black Pepper,18.7,28.9,16.0,39.0,66.6,87.8,415,1,1,1
Black Pepper,19.1,29.8,16.5,40.8,69.5,88.6,594,0,0,1
Black Pepper,22.1,30.5,23.8,32.0,71.6,82.6,1210,1,1,1
Black Pepper,19.1,32.7,20.3,33.1,60.5,83.9,1260,1,1,1
Black Pepper,21.2,28.4,19.7,32.9,68.9,85.6,491,1,1,0
Black Pepper,22.3,29.5,16.1,28.8,62.8,87.5,730,1,1,1
Black Pepper,18.6,33.7,21.5,26.2,65.2,76.8,1317,0,1,1
Black Pepper,21.4,29.0,23.7,36.8,65.2,87.2,126,0,1,0
Black Pepper,19.5,30.4,23.3,44.8,67.0,82.2,1339,1,1,0
Black Pepper,23.8,34.1,21.3,28.3,65.0,81.8,368,1,1,1
Black Pepper,20.9,29.1,15.8,25.9,61.6,81.4,1034,1,1,0
Black Pepper,22.8,28.6,16.1,40.6,62.2,82.6,895,1,1,1
Black Pepper,21.3,31.4,15.5,30.1,60.5,89.2,852,0,1,1
Black Pepper,18.3,30.1,17.6,41.6,67.1,83.2,1296,0,1,1
Black Pepper,21.8,31.9,16.4,39.1,74.3,89.3,197,1,1,1
Black Pepper,23.7,33.6,17.6,43.9,61.7,77.7,553,1,1,1
Black Pepper,21.6,29.0,18.9,33.2,74.2,85.9,830,1,0,0
Black Pepper,22.9,32.1,24.4,38.2,71.0,87.2,1226,0,1,1
Black Pepper,23.3,31.5,21.1,34.3,69.6,85.2,364,0,1,1
Black Pepper,19.4,29.0,23.3,37.6,69.7,84.1,1214,1,1,1
Black Pepper,19.3,32.4,22.1,34.0,72.4,83.5,629,1,1,1
Black Pepper,21.7,29.9,16.1,28.8,61.6,87.9,324,1,1,1
Black Pepper,20.5,31.4,22.4,35.2,67.6,87.3,1151,1,0,0
Black Pepper,23.0,28.6,17.8,35.6,70.5,76.8,182,1,1,1
Black Pepper,23.4,31.2,21.4,41.2,68.8,87.7,796,1,1,1
Black Pepper,20.1,30.1,18.4,39.7,72.5,81.2,143,1,1,1
Black Pepper,19.4,33.8,25.0,38.3,61.1,78.8,567,0,1,0
Black Pepper,22.7,28.4,17.6,27.3,70.4,88.0,922,1,1,0
Black Pepper,19.6,30.9,17.8,39.4,68.0,81.5,856,0,0,0
Black Pepper,22.9,31.2,24.3,35.0,65.7,87.1,637,0,1,1
Black Pepper,20.5,33.1,15.2,42.9,65.1,79.0,672,0,1,1
Black Pepper,22.0,32.0,22.0,43.4,69.3,75.1,379,1,1,1
Black Pepper,18.6,32.7,22.3,26.1,73.4,82.4,711,1,1,1
Black Pepper,21.7,33.4,23.4,41.4,67.4,76.5,1432,0,1,0
Black Pepper,20.7,34.0,24.7,25.8,72.4,86.3,1283,1,1,1
Black Pepper,21.5,30.2,24.8,32.3,66.0,79.1,261,1,1,1
Black Pepper,19.0,31.8,15.7,35.8,61.5,81.7,93,1,1,1
Black Pepper,22.4,33.9,23.2,28.0,60.9,76.3,1404,1,1,1
Black Pepper,23.2,34.9,21.5,39.9,60.8,79.3,814,0,0,1
Black Pepper,19.3,34.2,21.5,25.2,65.7,86.7,830,0,1,1
Black Pepper,18.6,30.6,16.3,28.4,65.1,77.3,1182,1,1,0
Black Pepper,18.1,29.4,21.5,36.6,70.8,84.7,506,1,0,1
Black Pepper,21.9,31.4,24.8,39.3,71.1,88.8,749,1,0,0
Black Pepper,21.6,33.2,24.1,43.3,60.8,85.2,1455,1,0,1
Black Pepper,21.3,31.4,19.4,39.1,63.3,87.2,1025,1,1,0
Black Pepper,19.4,31.4,15.4,38.4,64.1,76.6,273,1,1,1
Black Pepper,20.3,33.9,18.6,32.9,68.2,78.8,243,1,1,1
Black Pepper,21.6,30.5,23.3,25.0,62.2,88.4,346,0,0,1
Black Pepper,21.0,34.0,22.0,27.4,62.0,85.7,1162,1,1,1
Black Pepper,23.9,30.8,19.6,35.7,74.2,84.6,478,0,1,0
Black Pepper,18.8,30.3,15.6,38.5,72.1,85.0,81,0,1,1
Black Pepper,22.2,31.2,19.3,33.3,62.7,81.2,1419,0,1,1
Black Pepper,20.4,33.3,19.7,39.6,66.1,75.7,296,1,1,1
Black Pepper,20.6,28.9,24.3,35.4,65.3,86.8,64,0,1,1
Black Pepper,22.3,29.4,21.4,26.5,71.9,85.2,394,0,1,1
Black Pepper,22.2,34.7,18.1,28.8,67.7,82.1,391,1,1,1
Black Pepper,23.9,29.2,20.3,41.8,61.9,88.5,662,1,1,0
Black Pepper,18.8,32.0,15.7,39.5,71.1,80.0,1385,1,1,0
Black Pepper,18.6,32.1,24.7,42.9,66.0,79.4,1325,1,0,0
Black Pepper,22.3,31.4,18.6,27.4,63.9,88.1,712,0,1,1
Black Pepper,21.5,32.5,19.8,44.8,65.6,87.0,646,0,1,1
Black Pepper,19.6,29.6,18.6,29.2,67.5,82.7,855,0,0,1
Black Pepper,18.5,31.9,21.8,25.2,65.1,77.0,403,1,0,1
Black Pepper,18.5,30.6,21.6,44.9,63.6,78.2,126,1,1,1
Black Pepper,23.4,32.6,22.2,30.6,66.0,84.8,1412,0,1,1
Black Pepper,19.2,29.0,17.7,38.4,60.3,80.8,321,1,1,0
Black Pepper,19.9,32.0,18.2,28.5,71.6,87.5,338,1,1,0
Black Pepper,19.4,29.3,16.3,36.6,62.6,89.2,735,1,0,1
Black Pepper,20.1,30.0,21.6,43.1,60.7,87.1,763,1,1,1
Black Pepper,18.4,29.5,15.4,31.4,69.8,80.7,77,0,0,1
Black Pepper,21.1,29.3,21.0,38.4,71.6,86.8,265,0,1,1
Black Pepper,18.4,33.8,23.7,28.8,72.2,80.3,598,1,0,1
Black Pepper,22.8,30.0,23.9,37.5,67.4,77.5,1041,1,1,1
Black Pepper,19.4,34.5,19.5,31.7,63.1,75.5,381,1,1,1
Black Pepper,21.2,34.8,19.6,29.2,71.1,80.8,663,1,1,1
Black Pepper,23.3,32.0,15.8,31.3,70.5,88.6,858,1,0,0
Black Pepper,21.9,29.0,21.7,28.6,63.7,78.6,1338,1,1,0
Black Pepper,21.2,30.6,23.2,43.0,73.6,78.1,523,0,1,0
Black Pepper,19.9,33.6,17.4,32.9,61.6,89.5,244,1,1,1
Black Pepper,20.0,30.6,19.2,29.9,74.7,75.4,759,1,1,1
Black Pepper,22.0,28.6,23.4,34.0,72.9,86.8,1133,1,1,0
Black Pepper,24.0,31.9,23.8,31.4,70.3,79.8,209,1,1,1
Black Pepper,22.0,33.9,17.4,39.9,74.1,75.6,666,1,1,1
Black Pepper,21.3,33.6,20.5,44.4,70.8,88.8,76,1,1,1
Black Pepper,22.4,29.2,16.9,33.8,62.9,77.1,99,1,0,1
Black Pepper,20.8,32.7,16.0,42.2,66.6,83.3,750,1,0,1
Black Pepper,18.4,29.5,24.1,36.3,61.1,79.1,482,1,1,1
Black Pepper,21.4,29.5,23.2,28.1,65.8,76.0,1275,1,1,1
Black Pepper,23.7,34.1,22.6,38.8,71.1,75.7,923,1,1,1
Black Pepper,19.1,29.7,15.5,35.3,65.8,76.7,708,1,1,0
Black Pepper,22.1,29.8,23.4,38.0,65.0,76.1,642,1,1,1
Black Pepper,19.2,28.0,19.4,42.8,68.9,86.4,771,1,1,0
Black Pepper,21.2,34.1,18.4,33.8,73.1,82.3,109,1,1,1
Black Pepper,18.6,33.5,20.5,43.0,60.7,80.1,1345,1,1,1
Black Pepper,20.7,32.4,15.9,40.0,65.8,81.3,1498,0,1,1
Black Pepper,22.5,33.3,22.6,34.8,62.4,88.9,313,1,1,1
Black Pepper,20.1,29.1,20.8,37.1,70.4,88.7,225,1,1,0
Black Pepper,22.0,31.2,16.9,31.5,61.6,85.7,258,1,1,1
Black Pepper,22.8,30.5,16.9,44.7,70.0,88.3,1008,1,1,1
Black Pepper,23.6,28.7,16.8,38.3,64.3,79.8,1009,1,1,1
Black Pepper,19.4,31.4,15.6,25.9,63.0,80.7,1279,0,1,1
Black Pepper,20.4,34.4,20.9,31.5,74.0,84.2,1140,1,0,0
Black Pepper,18.9,28.3,23.4,37.5,60.3,84.4,702,0,0,0
Black Pepper,24.0,30.0,15.2,26.1,66.6,82.2,939,1,1,1
Black Pepper,23.6,29.5,15.5,25.5,60.3,81.0,1048,1,1,0
Black Pepper,21.2,29.7,20.7,34.0,67.3,89.8,793,1,1,0
Black Pepper,23.1,34.4,23.2,31.7,67.5,87.3,740,1,1,1
Black Pepper,21.1,31.3,18.3,33.8,64.8,81.5,985,1,1,1
Black Pepper,21.7,31.3,18.5,30.3,62.0,85.9,858,0,0,1
Black Pepper,18.5,33.3,21.0,28.3,65.6,79.0,984,0,1,1
Black Pepper,22.5,29.1,17.7,38.8,70.1,76.5,939,1,1,1
Black Pepper,18.8,31.4,15.3,35.3,71.7,80.3,1093,1,0,0
Black Pepper,23.0,31.0,22.4,29.0,68.0,81.0,982,1,1,1
Black Pepper,22.7,32.2,21.3,31.4,68.8,75.2,804,0,1,1
Black Pepper,22.3,35.0,20.8,36.8,63.0,87.2,1039,0,1,0
Black Pepper,18.2,33.4,22.4,26.4,64.3,80.4,702,0,1,1
Black Pepper,19.8,30.8,21.8,27.9,62.4,83.7,400,0,1,1
Black Pepper,19.6,33.8,17.1,26.5,63.7,76.1,52,1,1,1
Black Pepper,20.2,29.2,18.5,41.2,63.4,77.6,862,0,1,0
Black Pepper,18.5,28.2,16.3,40.0,67.8,88.3,906,1,0,1
Black Pepper,23.6,29.4,16.3,40.1,68.4,84.1,1459,0,1,1
Black Pepper,21.3,30.4,21.8,39.3,74.2,89.3,574,1,0,1
Black Pepper,19.8,31.6,23.6,38.4,62.9,90.0,621,1,1,1
Black Pepper,20.4,32.3,24.6,34.5,69.6,80.6,343,0,0,1
Black Pepper,20.7,34.4,21.3,37.8,72.3,79.5,152,1,1,1
Black Pepper,21.6,31.6,16.8,25.8,68.4,87.9,1171,1,1,1
Black Pepper,21.1,31.5,16.1,37.4,63.8,90.0,412,0,1,0
Black Pepper,23.5,28.4,23.1,40.6,63.9,84.4,933,1,1,0
Black Pepper,21.0,28.2,20.8,35.0,60.6,86.9,1047,1,1,1
Black Pepper,24.0,31.9,21.2,32.2,64.6,86.7,733,1,1,1
Black Pepper,23.1,31.1,22.8,30.5,71.2,80.3,1321,1,0,1
Black Pepper,19.3,33.9,22.0,37.9,60.7,83.6,694,1,1,1
Black Pepper,23.6,29.1,23.3,38.9,63.3,87.5,463,0,1,0
Black Pepper,18.7,28.2,15.6,42.4,70.6,85.3,1349,1,1,0
Black Pepper,22.9,31.1,22.5,31.8,71.7,75.3,1299,0,1,1
Black Pepper,20.3,29.7,23.5,40.4,66.8,80.1,288,1,0,1
Black Pepper,23.3,28.3,17.9,36.2,70.5,77.2,88,1,1,1
Black Pepper,23.2,33.1,21.4,42.7,65.8,78.5,180,0,1,1
Black Pepper,22.8,28.8,18.1,35.6,62.4,88.6,465,1,0,1
Black Pepper,22.7,32.3,24.6,35.4,66.0,75.6,1460,1,1,0
Black Pepper,19.8,30.0,15.3,36.6,68.7,78.3,860,1,1,1
Black Pepper,18.5,29.2,20.8,40.0,74.2,79.6,591,1,1,1
Black Pepper,20.4,30.7,16.7,44.3,61.0,84.3,1339,1,0,1
Black Pepper,19.0,33.6,22.1,26.5,67.6,83.0,707,1,1,0
Black Pepper,22.2,30.7,16.8,26.1,64.9,78.3,507,1,1,1
Black Pepper,20.1,33.3,17.4,43.8,67.6,77.5,1415,1,1,1
Black Pepper,23.9,28.9,19.9,35.6,60.4,78.6,1282,0,1,1
Black Pepper,21.8,33.4,24.1,37.3,64.7,82.5,1273,0,1,1
Black Pepper,22.9,29.7,17.1,34.6,72.3,79.1,793,1,0,1
Black Pepper,18.8,32.7,16.4,26.9,68.3,89.2,1195,1,1,0
Black Pepper,23.2,32.0,22.6,40.4,66.8,82.0,310,1,1,1
Black Pepper,23.5,34.5,20.0,39.9,64.3,75.9,881,1,0,1
Black Pepper,20.9,30.7,24.1,31.2,64.5,85.9,1477,0,1,1
Black Pepper,21.6,28.5,16.5,31.1,65.7,79.9,472,0,1,1
Black Pepper,22.6,28.1,21.5,41.8,72.5,84.8,1202,1,1,1
Black Pepper,19.0,33.8,17.3,26.4,74.5,79.2,761,0,1,0
Black Pepper,21.0,31.7,16.6,42.6,66.6,83.6,108,1,1,0
Black Pepper,20.4,33.4,21.8,30.1,65.9,86.6,1156,1,1,0
Black Pepper,18.9,29.6,20.9,36.9,72.7,88.9,294,0,1,1
Black Pepper,20.2,30.4,22.5,43.7,66.4,78.9,966,0,0,1
Black Pepper,18.4,28.2,18.1,38.6,68.3,80.0,174,1,1,0
Black Pepper,18.2,34.7,19.5,33.3,63.5,82.0,1423,1,0,1
Black Pepper,18.8,32.7,19.1,38.8,71.2,88.9,473,1,1,1
Black Pepper,23.8,34.5,24.8,31.9,68.0,88.5,378,1,1,1
Black Pepper,21.3,29.9,17.9,30.5,72.1,76.3,237,1,1,1
Black Pepper,23.8,32.3,17.9,44.9,71.7,77.0,1422,0,1,1
Black Pepper,20.6,32.7,18.5,40.0,63.2,82.4,1082,0,0,1
Black Pepper,19.9,30.2,20.6,37.9,70.7,76.6,1125,1,1,1
Black Pepper,21.0,33.9,17.5,32.1,72.0,80.2,774,0,1,1
Black Pepper,20.6,34.6,24.2,26.0,65.2,77.2,738,0,1,1
Black Pepper,18.6,34.2,17.7,25.6,62.6,84.5,210,1,1,1
Black Pepper,21.8,33.2,24.0,36.1,60.0,89.2,862,1,1,1
Black Pepper,19.3,29.9,16.0,40.2,66.8,90.0,408,0,0,1
Black Pepper,21.7,30.0,21.6,35.7,65.3,80.6,1467,1,1,0
Black Pepper,21.9,34.7,24.1,41.8,68.3,84.0,1205,1,0,1
Black Pepper,18.9,28.1,16.7,25.7,62.8,87.8,649,0,0,1
Black Pepper,18.4,33.0,24.7,32.3,72.9,76.8,269,1,1,0
Black Pepper,22.7,32.9,19.5,29.7,63.9,85.3,1189,0,1,1
Black Pepper,20.8,32.4,24.5,33.9,63.4,81.1,227,1,1,0
Black Pepper,18.3,34.9,21.8,26.4,67.2,78.1,325,0,1,1
Black Pepper,24.0,30.2,18.0,44.1,67.5,81.0,357,1,1,0
Black Pepper,18.3,30.4,16.9,29.5,63.2,76.1,857,0,1,0
Black Pepper,22.2,28.6,18.0,43.4,64.1,85.4,1191,1,1,1
Black Pepper,23.9,31.1,15.9,33.5,62.5,78.8,506,1,1,1
Black Pepper,19.4,29.8,16.4,44.7,70.8,79.7,173,1,1,0
Black Pepper,18.9,30.4,16.0,36.1,71.6,76.8,724,1,1,1
Black Pepper,18.7,33.8,19.2,43.6,66.9,88.0,1135,0,1,1
Black Pepper,19.8,34.5,23.0,25.1,70.7,82.4,371,1,0,1
Black Pepper,18.6,29.3,16.4,40.0,71.0,83.6,369,0,1,1
Black Pepper,22.2,30.6,16.3,43.1,62.1,83.5,1423,1,1,1
Black Pepper,18.4,34.5,21.4,27.8,74.5,81.2,1434,0,1,1
Black Pepper,21.1,28.4,17.0,26.9,72.3,77.9,1486,1,0,0
Black Pepper,24.0,28.6,16.0,33.5,63.1,86.2,1221,1,0,0
Black Pepper,22.9,29.1,16.7,43.7,62.8,76.9,323,1,1,1
Black Pepper,21.7,32.2,24.2,35.8,61.9,76.6,357,0,1,1
Black Pepper,19.8,29.1,23.2,35.5,62.1,85.7,543,1,1,1
Black Pepper,21.7,34.8,18.5,27.8,71.2,78.1,511,1,1,1
Black Pepper,21.2,31.1,21.6,25.0,67.0,79.6,1437,1,0,1
Black Pepper,20.6,31.5,20.4,41.2,71.7,82.1,1194,1,1,1
Black Pepper,18.8,29.7,21.8,26.8,71.2,81.7,1100,1,1,1
Black Pepper,23.3,31.3,21.8,37.7,69.1,85.6,320,1,1,1
Black Pepper,20.7,32.6,21.3,43.3,70.3,84.4,1369,0,1,1
Black Pepper,19.2,33.3,17.7,29.2,60.3,84.7,1250,1,1,1
Black Pepper,20.2,33.3,15.4,38.3,64.7,85.7,287,1,1,1
Black Pepper,20.5,32.0,19.6,26.6,69.6,79.4,1313,1,1,1
Black Pepper,23.0,34.3,23.9,37.1,60.1,79.8,445,1,1,1
Black Pepper,22.4,33.7,20.7,28.3,60.5,81.6,167,1,0,1
Black Pepper,22.6,33.3,23.3,39.7,72.8,79.6,1002,1,1,1
Black Pepper,18.1,28.4,24.9,31.0,70.3,89.8,998,1,1,1
Black Pepper,20.5,28.0,16.6,34.3,64.0,87.2,188,1,1,1
Black Pepper,20.9,29.5,21.9,37.0,70.3,77.5,512,1,0,1
Black Pepper,18.1,32.6,21.7,28.4,71.9,75.1,1490,1,1,1
Black Pepper,19.6,30.9,24.8,39.8,64.6,75.6,1034,0,1,1
Black Pepper,22.6,30.8,24.9,31.1,60.5,78.7,1109,0,0,1
Black Pepper,18.8,34.2,21.9,38.2,74.0,76.7,359,0,1,1
Black Pepper,21.2,34.3,17.4,28.2,65.2,83.0,164,1,1,1
Black Pepper,19.3,34.4,23.0,38.8,61.6,87.9,452,1,1,0
Black Pepper,18.1,30.2,16.1,27.6,67.4,86.1,411,1,1,0
Black Pepper,19.4,32.8,22.8,33.5,71.5,78.2,390,1,1,1
Black Pepper,23.9,29.9,24.1,29.9,63.3,81.0,329,1,0,1
Black Pepper,22.8,29.3,18.8,40.0,64.0,82.6,883,1,1,1
Black Pepper,23.8,29.3,21.3,30.2,63.6,87.2,526,1,1,0
Black Pepper,20.9,30.4,19.3,42.6,74.9,87.6,1240,0,1,1
Black Pepper,18.7,31.0,19.4,42.8,63.0,88.6,317,0,0,1
Black Pepper,21.3,33.8,18.1,28.9,68.6,82.6,724,0,0,1
Black Pepper,20.7,28.8,22.6,37.3,73.9,85.4,70,0,1,1
Black Pepper,23.1,33.1,24.4,26.8,62.2,76.7,748,0,1,1
Black Pepper,18.6,31.7,24.4,32.8,74.6,83.5,131,1,1,1
Black Pepper,20.9,30.0,16.7,39.3,74.2,78.7,1468,0,1,1
